borrower_id,provider,occupation,wallet_active_days_ratio_90d,wallet_txn_count_90d,wallet_txn_count_30d,wallet_days_since_last_txn,wallet_topup_count_90d,wallet_topup_avg_amount,wallet_topup_frequency_per_month,wallet_bill_payment_count_90d,wallet_bill_payment_share,wallet_distinct_billers_90d,wallet_avg_balance,wallet_inflow_outflow_ratio,wallet_txn_amount_volatility,default_label
PK010808,NayaPay,rickshaw_driver,0.1667,15,3,4,7,86.77,2.33,3,0.2,1,-613.91,0.3927,1663.07,1
PK010809,JazzCash,domestic_worker,0.1889,19,6,2,10,112.96,3.33,5,0.2632,2,29.83,1.0749,703.37,0
PK010810,SadaPay,street_vendor,0.3778,42,8,1,20,166.69,6.67,4,0.0952,3,63.84,1.1204,924.7,0
PK010811,Easypaisa,delivery_rider,0.2444,24,10,4,17,113.84,5.67,3,0.125,2,-772.56,0.1022,1457.06,0
PK010812,NayaPay,domestic_worker,0.4444,57,12,1,34,193.24,11.33,4,0.0702,2,26.74,1.0492,851.02,0
PK010813,NayaPay,street_vendor,0.2778,30,11,0,10,127.39,3.33,8,0.2667,3,-465.74,0.5612,1227.54,1
PK010814,Easypaisa,rickshaw_driver,0.2889,29,12,2,17,102.07,5.67,3,0.1034,1,-387.44,0.5495,1585.19,0
PK010815,JazzCash,domestic_worker,0.3111,34,18,0,18,167.33,6.0,1,0.0294,1,233.34,1.6185,790.46,1
PK010816,JazzCash,delivery_rider,0.3889,42,14,0,26,162.19,8.67,1,0.0238,1,2.72,1.0045,1308.82,1
PK010817,Easypaisa,daily_wage_laborer,0.3778,41,11,4,22,181.23,7.33,3,0.0732,2,-60.98,0.8783,939.99,0
PK010818,SadaPay,rickshaw_driver,0.3778,46,13,0,17,178.2,5.67,2,0.0435,1,-356.87,0.655,1301.29,1
PK010819,SadaPay,domestic_worker,0.1778,16,5,8,11,91.85,3.67,1,0.0625,1,-253.01,0.1997,595.55,1
PK010820,Easypaisa,street_vendor,0.2778,28,9,2,11,113.03,3.67,2,0.0714,1,-292.46,0.6803,1287.06,0
PK010821,Easypaisa,street_vendor,0.3222,35,16,4,17,134.76,5.67,2,0.0571,1,-194.1,0.7199,1098.8,0
PK010822,NayaPay,delivery_rider,0.1667,15,6,0,8,135.94,2.67,4,0.2667,2,-595.43,0.3578,1350.67,0
PK010823,JazzCash,domestic_worker,0.1111,11,2,2,5,65.8,1.67,5,0.4545,2,-835.45,0.1174,1227.76,0
PK010824,NayaPay,daily_wage_laborer,0.3222,35,12,0,20,148.82,6.67,0,0.0,0,-251.13,0.5552,775.38,0
PK010825,NayaPay,small_shopkeeper,0.3333,37,10,2,17,117.72,5.67,5,0.1351,2,-831.67,0.3729,1597.46,0
PK010826,NayaPay,domestic_worker,0.2,21,6,11,14,122.54,4.67,3,0.1429,1,-922.97,0.0936,1528.2,0
PK010827,Easypaisa,rickshaw_driver,0.2889,35,11,3,20,152.11,6.67,6,0.1714,2,-616.27,0.4054,1285.81,1
PK010828,NayaPay,daily_wage_laborer,0.4667,51,10,1,26,164.39,8.67,3,0.0588,2,-62.11,0.8825,812.29,0
PK010829,SadaPay,small_shopkeeper,0.1333,13,2,16,4,45.03,1.33,4,0.3077,2,-2663.63,0.0056,2013.96,0
PK010830,NayaPay,street_vendor,0.2,21,8,1,5,45.09,1.67,8,0.381,3,-321.93,0.6204,944.22,1
PK010831,SadaPay,delivery_rider,0.1778,17,7,2,8,81.42,2.67,4,0.2353,2,-922.24,0.1836,1499.5,1
PK010832,SadaPay,small_shopkeeper,0.3111,35,12,3,19,161.39,6.33,2,0.0571,1,488.98,1.6161,1913.75,1
PK010833,SadaPay,delivery_rider,0.2667,29,7,4,13,112.41,4.33,3,0.1034,1,-623.73,0.5209,1626.69,0
PK010834,Easypaisa,domestic_worker,0.2667,27,7,0,11,102.31,3.67,5,0.1852,2,-534.6,0.313,1059.95,0
PK010835,SadaPay,street_vendor,0.2667,28,11,0,20,140.57,6.67,2,0.0714,2,-131.29,0.6777,740.83,0
PK010836,JazzCash,domestic_worker,0.2556,26,10,3,13,86.17,4.33,7,0.2692,3,-1102.09,0.0423,1402.16,0
PK010837,JazzCash,small_shopkeeper,0.3111,30,9,0,12,135.83,4.0,1,0.0333,1,-981.76,0.2824,1590.77,1
PK010838,Easypaisa,rickshaw_driver,0.2222,21,8,1,7,86.82,2.33,6,0.2857,3,-1018.55,0.1032,1048.5,0
PK010839,NayaPay,rickshaw_driver,0.3556,39,14,0,24,140.77,8.0,3,0.0769,1,-233.13,0.6338,1203.08,0
PK010840,SadaPay,delivery_rider,0.3778,43,11,0,20,142.04,6.67,4,0.093,3,-253.09,0.7246,1257.44,0
PK010841,NayaPay,delivery_rider,0.2667,27,11,2,17,112.99,5.67,3,0.1111,1,146.55,1.2723,1396.54,1
PK010842,JazzCash,street_vendor,0.2778,30,8,1,18,140.17,6.0,1,0.0333,1,199.41,1.5013,968.13,0
PK010843,NayaPay,rickshaw_driver,0.2,19,7,1,3,184.02,1.0,3,0.1579,2,-796.15,0.4549,1281.59,0
PK010844,Easypaisa,domestic_worker,0.1556,18,7,0,9,86.54,3.0,1,0.0556,1,310.17,1.7709,965.47,0
PK010845,NayaPay,small_shopkeeper,0.4,42,10,6,24,189.68,8.0,3,0.0714,1,-140.93,0.8457,1773.06,0
PK010846,JazzCash,domestic_worker,0.3444,40,16,1,22,135.03,7.33,2,0.05,1,-19.92,0.9577,804.61,0
PK010847,JazzCash,domestic_worker,0.4111,46,12,0,28,118.2,9.33,4,0.087,2,167.27,1.619,628.03,0
PK010848,JazzCash,delivery_rider,0.1889,19,6,1,5,92.29,1.67,2,0.1053,1,-1154.74,0.2118,1236.96,1
PK010849,JazzCash,delivery_rider,0.2111,23,4,8,8,126.55,2.67,3,0.1304,2,-100.31,0.8901,1383.91,0
PK010850,Easypaisa,domestic_worker,0.2444,24,13,0,17,120.31,5.67,2,0.0833,1,-616.89,0.131,1190.12,0
PK010851,SadaPay,domestic_worker,0.2444,23,11,0,12,115.08,4.0,5,0.2174,2,-667.5,0.1538,1179.52,1
PK010852,NayaPay,domestic_worker,0.3778,41,13,3,25,136.92,8.33,8,0.1951,3,-233.76,0.6268,1081.47,0
PK010853,NayaPay,domestic_worker,0.3667,41,10,0,24,128.27,8.0,6,0.1463,2,-179.64,0.6756,1026.2,0
PK010854,JazzCash,daily_wage_laborer,0.2222,22,11,2,11,114.63,3.67,4,0.1818,2,-493.61,0.4864,1433.38,0
PK010855,JazzCash,domestic_worker,0.1444,13,4,4,9,74.43,3.0,0,0.0,0,526.26,0.0,811.82,1
PK010856,SadaPay,delivery_rider,0.2556,29,6,12,18,112.09,6.0,2,0.069,1,499.37,2.0478,1381.17,0
PK010857,Easypaisa,delivery_rider,0.3667,36,10,1,16,141.13,5.33,4,0.1111,2,261.33,1.4045,1484.38,0
PK010858,SadaPay,daily_wage_laborer,0.3222,36,12,0,19,143.02,6.33,3,0.0833,2,288.54,1.7536,955.97,0
PK010859,NayaPay,domestic_worker,0.3111,35,13,1,17,102.23,5.67,3,0.0857,2,-247.83,0.6359,1078.81,0
PK010860,Easypaisa,small_shopkeeper,0.4,44,14,0,22,191.0,7.33,3,0.0682,2,-537.05,0.5758,1685.04,0
PK010861,NayaPay,rickshaw_driver,0.1778,18,6,3,10,106.31,3.33,2,0.1111,2,198.47,1.3583,1489.56,0
PK010862,NayaPay,street_vendor,0.3667,42,17,2,24,164.58,8.0,6,0.1429,2,-206.05,0.7103,1068.72,0
PK010863,SadaPay,rickshaw_driver,0.3889,44,16,3,28,164.96,9.33,5,0.1136,2,118.97,1.2081,1294.86,0
PK010864,Easypaisa,rickshaw_driver,0.2889,29,12,0,14,111.28,4.67,6,0.2069,2,-785.78,0.1696,1276.31,0
PK010865,SadaPay,street_vendor,0.2111,21,3,1,10,102.55,3.33,3,0.1429,1,-612.92,0.2391,926.72,0
PK010866,Easypaisa,domestic_worker,0.4333,47,16,1,25,142.5,8.33,3,0.0638,2,123.71,1.2942,851.56,0
PK010867,Easypaisa,street_vendor,0.1556,14,5,4,5,70.65,1.67,4,0.2857,2,-472.71,0.4191,1301.47,0
PK010868,JazzCash,small_shopkeeper,0.2111,21,6,2,14,101.07,4.67,4,0.1905,2,162.38,1.3711,1348.07,0
PK010869,Easypaisa,rickshaw_driver,0.2556,38,7,12,18,117.62,6.0,4,0.1053,2,-545.85,0.6294,1530.59,1
PK010870,SadaPay,small_shopkeeper,0.2444,26,9,1,5,120.37,1.67,7,0.2692,3,-2154.77,0.0742,1687.18,0
PK010871,Easypaisa,rickshaw_driver,0.3222,39,9,1,19,164.49,6.33,5,0.1282,2,-431.91,0.6019,1341.39,1
PK010872,Easypaisa,daily_wage_laborer,0.3333,38,15,0,24,161.44,8.0,2,0.0526,1,-81.54,0.8446,957.27,0
PK010873,SadaPay,small_shopkeeper,0.4222,47,13,5,26,168.58,8.67,3,0.0638,1,-261.0,0.7422,1658.53,0
PK010874,Easypaisa,domestic_worker,0.2667,26,10,4,15,136.33,5.0,0,0.0,0,137.69,1.3951,839.91,0
PK010875,NayaPay,street_vendor,0.3778,39,9,3,20,139.3,6.67,2,0.0513,1,-223.25,0.7127,1362.08,0
PK010876,JazzCash,small_shopkeeper,0.4333,53,17,4,27,197.01,9.0,4,0.0755,2,519.55,1.6851,1803.34,0
PK010877,Easypaisa,delivery_rider,0.3222,34,10,4,20,101.32,6.67,2,0.0588,1,-28.56,0.9572,1407.02,0
PK010878,SadaPay,daily_wage_laborer,0.3556,36,11,2,22,132.03,7.33,2,0.0556,1,241.38,1.6947,1012.74,1
PK010879,Easypaisa,domestic_worker,0.2556,26,10,1,8,110.46,2.67,4,0.1538,2,74.16,1.1293,943.79,0
PK010880,Easypaisa,rickshaw_driver,0.4111,59,23,2,35,170.97,11.67,6,0.1017,2,-344.97,0.6169,1002.03,0
PK010881,JazzCash,domestic_worker,0.2444,27,12,2,13,105.93,4.33,2,0.0741,2,73.6,1.1253,1160.24,0
PK010882,JazzCash,delivery_rider,0.3111,35,10,0,18,109.25,6.0,4,0.1143,2,251.66,1.3979,1338.84,0
PK010883,NayaPay,small_shopkeeper,0.2556,28,12,1,13,149.49,4.33,3,0.1071,2,-170.05,0.8388,1535.9,0
PK010884,SadaPay,rickshaw_driver,0.2111,20,11,0,8,104.69,2.67,5,0.25,2,82.15,1.1102,1496.89,0
PK010885,SadaPay,daily_wage_laborer,0.2778,30,9,12,16,132.86,5.33,2,0.0667,1,-76.93,0.8695,1004.55,0
PK010886,JazzCash,street_vendor,0.1111,10,5,8,8,99.71,2.67,1,0.1,1,-496.34,0.1385,1233.69,0
PK010887,NayaPay,street_vendor,0.5333,66,23,0,38,203.78,12.67,4,0.0606,2,18.09,1.0291,1199.09,0
PK010888,Easypaisa,small_shopkeeper,0.2444,24,10,4,16,125.29,5.33,1,0.0417,1,104.79,1.1606,1710.49,0
PK010889,JazzCash,rickshaw_driver,0.4111,50,23,3,25,169.34,8.33,5,0.1,2,-260.37,0.761,1407.02,0
PK010890,JazzCash,rickshaw_driver,0.2778,30,13,0,14,130.25,4.67,4,0.1333,2,62.66,1.0951,1242.0,0
PK010891,JazzCash,small_shopkeeper,0.1667,16,8,1,4,82.78,1.33,2,0.125,2,115.61,1.0989,2218.49,0
PK010892,Easypaisa,daily_wage_laborer,0.3,29,7,8,13,80.3,4.33,6,0.2069,2,-840.25,0.1772,1102.64,0
PK010893,NayaPay,small_shopkeeper,0.2444,25,6,1,12,87.15,4.0,6,0.24,3,-1325.73,0.0905,1744.5,0
PK010894,SadaPay,delivery_rider,0.1222,11,4,3,5,91.03,1.67,3,0.2727,2,-533.7,0.4592,1402.22,0
PK010895,SadaPay,delivery_rider,0.2111,21,4,1,9,75.34,3.0,6,0.2857,2,-290.67,0.7305,1655.03,0
PK010896,JazzCash,delivery_rider,0.2222,24,8,2,11,134.24,3.67,3,0.125,2,17.33,1.0248,1375.58,0
PK010897,Easypaisa,daily_wage_laborer,0.3,30,9,4,19,147.24,6.33,2,0.0667,1,-202.39,0.6511,1318.69,0
PK010898,Easypaisa,street_vendor,0.2667,33,8,0,14,120.05,4.67,3,0.0909,2,154.16,1.201,1198.12,0
PK010899,JazzCash,daily_wage_laborer,0.3556,39,12,4,17,148.72,5.67,0,0.0,0,-41.01,0.9299,839.97,0
PK010900,SadaPay,rickshaw_driver,0.4333,46,9,7,22,127.77,7.33,7,0.1522,3,289.51,1.4775,1465.02,0
PK010901,JazzCash,delivery_rider,0.2333,26,12,1,13,120.26,4.33,3,0.1154,2,685.02,2.5646,1608.08,0
PK010902,JazzCash,delivery_rider,0.2222,27,6,3,14,117.89,4.67,6,0.2222,3,451.75,1.6658,1446.52,0
PK010903,SadaPay,delivery_rider,0.3222,38,7,7,19,150.33,6.33,4,0.1053,2,218.58,1.2666,1509.16,0
PK010904,Easypaisa,rickshaw_driver,0.2333,25,5,1,12,110.6,4.0,3,0.12,2,-1177.69,0.1177,1488.98,0
PK010905,Easypaisa,domestic_worker,0.2222,24,10,3,10,74.67,3.33,6,0.25,3,-164.31,0.6833,893.19,0
PK010906,SadaPay,rickshaw_driver,0.4444,58,18,3,38,198.14,12.67,4,0.069,2,112.56,1.18,1196.2,0
PK010907,JazzCash,delivery_rider,0.3333,37,12,2,22,146.14,7.33,5,0.1351,2,84.78,1.1243,1512.04,0
PK010908,SadaPay,delivery_rider,0.2222,24,8,12,11,114.75,3.67,1,0.0417,1,-106.53,0.8887,1571.48,0
PK010909,SadaPay,street_vendor,0.2222,24,6,4,15,122.69,5.0,2,0.0833,2,-7.6,0.9801,793.63,1
PK010910,NayaPay,street_vendor,0.2444,28,11,6,13,122.8,4.33,5,0.1786,2,-653.55,0.2732,1033.92,1
PK010911,JazzCash,small_shopkeeper,0.3667,41,9,0,24,166.63,8.0,6,0.1463,3,-8.22,0.9901,1508.52,0
PK010912,SadaPay,delivery_rider,0.2111,19,6,3,9,87.24,3.0,2,0.1053,1,713.96,3.192,1398.0,0
PK010913,NayaPay,domestic_worker,0.2111,20,8,5,11,91.02,3.67,2,0.1,1,-81.86,0.8288,1092.63,0
PK010914,Easypaisa,domestic_worker,0.3778,48,17,0,20,140.02,6.67,4,0.0833,2,154.68,1.2641,926.61,0
PK010915,Easypaisa,daily_wage_laborer,0.3667,42,13,2,21,150.13,7.0,4,0.0952,2,-196.24,0.7291,1026.66,0
PK010916,JazzCash,small_shopkeeper,0.2333,23,7,2,14,99.73,4.67,2,0.087,2,-85.41,0.8857,1740.54,0
PK010917,SadaPay,domestic_worker,0.0889,8,2,15,5,85.76,1.67,2,0.25,1,-1215.68,0.0422,2099.64,1
PK010918,Easypaisa,small_shopkeeper,0.2333,23,9,0,9,91.62,3.0,4,0.1739,3,1068.0,2.8884,2046.07,0
PK010919,NayaPay,small_shopkeeper,0.2222,22,10,4,9,101.42,3.0,5,0.2273,2,-740.86,0.5048,1721.28,0
PK010920,SadaPay,rickshaw_driver,0.2667,24,9,0,11,62.93,3.67,3,0.125,2,-567.17,0.3662,1161.79,1
PK010921,JazzCash,delivery_rider,0.3,36,15,0,16,113.38,5.33,5,0.1389,2,-616.32,0.4885,1300.48,0
PK010922,Easypaisa,small_shopkeeper,0.3,33,12,3,18,150.49,6.0,2,0.0606,2,456.1,1.6681,1687.01,0
PK010923,SadaPay,street_vendor,0.3778,43,11,2,24,172.25,8.0,5,0.1163,2,-178.98,0.7415,1192.38,0
PK010924,SadaPay,delivery_rider,0.1889,19,4,7,8,75.74,2.67,0,0.0,0,1463.01,9.4506,1587.53,1
PK010925,SadaPay,small_shopkeeper,0.2556,24,10,3,15,153.57,5.0,2,0.0833,1,1027.43,8.9049,1768.12,0
PK010926,SadaPay,small_shopkeeper,0.1556,14,4,12,8,130.73,2.67,2,0.1429,1,223.29,1.3281,1784.47,0
PK010927,JazzCash,domestic_worker,0.1,10,4,5,6,60.16,2.0,4,0.4,2,-837.93,0.0457,1357.49,0
PK010928,SadaPay,small_shopkeeper,0.3778,41,13,4,22,156.82,7.33,5,0.122,2,-384.74,0.6299,1731.3,1
PK010929,NayaPay,domestic_worker,0.3111,36,13,0,15,90.81,5.0,5,0.1389,2,-576.13,0.3321,795.86,0
PK010930,Easypaisa,small_shopkeeper,0.2667,26,5,2,10,129.22,3.33,3,0.1154,1,-1249.32,0.2277,1704.89,1
PK010931,Easypaisa,street_vendor,0.2,20,7,3,6,82.82,2.0,1,0.05,1,250.05,1.364,1361.37,0
PK010932,NayaPay,delivery_rider,0.3778,38,5,14,23,165.76,7.67,5,0.1316,2,319.35,1.6763,1405.68,0
PK010933,NayaPay,small_shopkeeper,0.2667,27,7,0,11,127.28,3.67,4,0.1481,2,-444.88,0.6331,1815.93,0
PK010934,JazzCash,domestic_worker,0.3778,41,12,0,17,171.16,5.67,5,0.122,2,-392.91,0.4882,1057.55,0
PK010935,NayaPay,domestic_worker,0.2444,28,11,4,15,104.08,5.0,6,0.2143,3,-847.7,0.0772,1218.29,0
PK010936,SadaPay,street_vendor,0.1889,18,8,2,11,91.56,3.67,4,0.2222,3,-29.7,0.9057,689.88,0
PK010937,NayaPay,daily_wage_laborer,0.1444,16,5,0,8,95.4,2.67,4,0.25,2,-1163.3,0.134,1436.5,0
PK010938,SadaPay,street_vendor,0.2444,26,8,15,13,129.38,4.33,5,0.1923,2,-7.97,0.9838,951.27,0
PK010939,SadaPay,daily_wage_laborer,0.3444,40,13,0,19,143.98,6.33,7,0.175,3,-333.77,0.6134,1340.0,0
PK010940,JazzCash,street_vendor,0.3111,32,12,0,18,156.19,6.0,3,0.0938,1,-636.04,0.2899,1311.84,1
PK010941,JazzCash,street_vendor,0.3444,40,11,0,22,163.97,7.33,3,0.075,1,392.27,2.04,964.73,0
PK010942,SadaPay,delivery_rider,0.3222,31,9,0,18,111.77,6.0,2,0.0645,1,235.71,1.5909,1214.94,0
PK010943,Easypaisa,daily_wage_laborer,0.2333,26,8,3,10,101.36,3.33,3,0.1154,2,84.71,1.1571,796.57,1
PK010944,NayaPay,small_shopkeeper,0.3778,46,15,1,25,163.86,8.33,3,0.0652,1,277.31,1.3358,1567.26,1
PK010945,Easypaisa,street_vendor,0.2556,27,8,0,10,103.15,3.33,6,0.2222,3,288.47,1.5075,1129.75,0
PK010946,Easypaisa,rickshaw_driver,0.2556,29,11,0,15,118.58,5.0,7,0.2414,3,-333.91,0.6223,1383.44,0
PK010947,Easypaisa,street_vendor,0.3222,33,6,3,18,123.38,6.0,2,0.0606,1,158.55,1.3368,1095.97,0
PK010948,NayaPay,delivery_rider,0.3,34,6,5,20,117.92,6.67,6,0.1765,2,465.4,1.9372,1635.21,0
PK010949,SadaPay,domestic_worker,0.1778,19,5,3,13,74.93,4.33,2,0.1053,1,50.08,1.1491,899.97,0
PK010950,SadaPay,rickshaw_driver,0.2667,27,7,1,12,75.47,4.0,6,0.2222,2,-3.04,0.9951,1177.04,0
PK010951,SadaPay,domestic_worker,0.3333,35,11,1,12,141.41,4.0,8,0.2286,3,-287.11,0.5263,626.82,0
PK010952,JazzCash,small_shopkeeper,0.3333,34,10,2,24,127.5,8.0,3,0.0882,1,-812.97,0.1115,1346.39,1
PK010953,Easypaisa,street_vendor,0.4,44,15,0,18,143.78,6.0,6,0.1364,3,-172.89,0.7808,1030.97,0
PK010954,JazzCash,small_shopkeeper,0.4222,42,14,0,26,135.7,8.67,3,0.0714,1,-430.73,0.4729,1439.56,0
PK010955,NayaPay,small_shopkeeper,0.2111,19,9,2,10,100.06,3.33,5,0.2632,3,-353.48,0.6272,2019.98,0
PK010956,SadaPay,small_shopkeeper,0.3889,41,15,0,26,154.91,8.67,3,0.0732,2,10.36,1.0164,1543.94,0
PK010957,SadaPay,street_vendor,0.3667,44,21,0,16,143.95,5.33,5,0.1136,2,-489.48,0.5565,1252.59,0
PK010958,NayaPay,daily_wage_laborer,0.3444,38,13,0,17,166.16,5.67,1,0.0263,1,-200.8,0.7348,1044.76,1
PK010959,SadaPay,domestic_worker,0.2889,30,8,3,14,96.3,4.67,3,0.1,2,-568.58,0.2524,881.2,0
PK010960,JazzCash,rickshaw_driver,0.2444,25,5,10,15,140.78,5.0,2,0.08,1,-110.81,0.8408,1454.67,0
PK010961,Easypaisa,delivery_rider,0.4556,55,14,0,29,182.62,9.67,9,0.1636,3,10.89,1.0136,1329.7,0
PK010962,SadaPay,domestic_worker,0.2778,31,5,12,14,93.65,4.67,4,0.129,2,2.57,1.0049,846.64,0
PK010963,NayaPay,street_vendor,0.3222,34,7,0,16,91.5,5.33,6,0.1765,2,-111.31,0.8121,1074.95,0
PK010964,JazzCash,delivery_rider,0.1889,18,4,1,7,70.22,2.33,3,0.1667,2,-272.73,0.7671,1868.32,0
PK010965,SadaPay,small_shopkeeper,0.3333,33,13,1,11,191.39,3.67,2,0.0606,2,-411.61,0.7105,1882.59,1
PK010966,JazzCash,domestic_worker,0.2889,30,9,6,19,165.47,6.33,2,0.0667,1,-366.52,0.3516,1044.88,0
PK010967,SadaPay,street_vendor,0.2333,27,12,0,15,110.14,5.0,3,0.1111,1,-238.86,0.6816,1221.73,0
PK010968,JazzCash,daily_wage_laborer,0.3222,34,12,0,11,135.38,3.67,5,0.1471,3,-645.9,0.3331,930.21,1
PK010969,JazzCash,street_vendor,0.3667,46,17,2,28,175.77,9.33,0,0.0,0,166.0,1.3811,785.52,0
PK010970,NayaPay,delivery_rider,0.3333,31,8,5,15,129.28,5.0,4,0.129,2,-396.61,0.4401,1060.97,0
PK010971,NayaPay,delivery_rider,0.2556,28,10,0,14,135.75,4.67,1,0.0357,1,147.27,1.2026,1395.17,0
PK010972,JazzCash,small_shopkeeper,0.2556,26,10,2,11,161.59,3.67,3,0.1154,2,331.71,1.4167,1677.38,0
PK010973,JazzCash,delivery_rider,0.2889,31,10,1,15,128.12,5.0,6,0.1935,2,286.44,1.4052,1450.12,0
PK010974,SadaPay,rickshaw_driver,0.2556,27,14,6,12,86.55,4.0,3,0.1111,1,-126.31,0.8495,1306.06,0
PK010975,Easypaisa,small_shopkeeper,0.2333,24,5,3,9,106.72,3.0,6,0.25,3,36.14,1.0317,1855.02,0
PK010976,NayaPay,delivery_rider,0.2778,29,15,0,14,127.4,4.67,6,0.2069,3,-346.25,0.598,1352.37,0
PK010977,Easypaisa,street_vendor,0.2556,27,8,1,9,99.1,3.0,3,0.1111,1,-201.03,0.7247,1145.84,0
PK010978,SadaPay,rickshaw_driver,0.3778,44,14,0,29,167.47,9.67,2,0.0455,2,225.42,1.497,1095.28,0
PK010979,Easypaisa,rickshaw_driver,0.3222,38,9,0,26,149.3,8.67,2,0.0526,2,238.32,1.5165,1198.74,0
PK010980,SadaPay,rickshaw_driver,0.2667,26,9,1,13,83.36,4.33,3,0.1154,2,-137.08,0.8057,1358.25,0
PK010981,NayaPay,small_shopkeeper,0.2,22,8,1,12,89.38,4.0,6,0.2727,2,-1414.64,0.0404,1631.63,0
PK010982,Easypaisa,street_vendor,0.2889,27,10,2,17,150.53,5.67,1,0.037,1,128.01,1.5252,788.43,0
PK010983,Easypaisa,street_vendor,0.3778,41,13,4,20,167.15,6.67,8,0.1951,3,-260.66,0.6702,1146.34,0
PK010984,NayaPay,small_shopkeeper,0.2444,24,10,0,13,121.36,4.33,3,0.125,1,171.4,1.2122,1940.26,0
PK010985,Easypaisa,daily_wage_laborer,0.3889,43,12,0,22,203.86,7.33,9,0.2093,3,-488.03,0.4177,1059.34,0
PK010986,JazzCash,daily_wage_laborer,0.1667,15,3,1,5,163.94,1.67,3,0.2,1,-740.21,0.256,933.29,0
PK010987,NayaPay,daily_wage_laborer,0.4,41,15,1,18,188.23,6.0,5,0.122,2,-59.04,0.9156,1069.41,0
PK010988,NayaPay,street_vendor,0.3778,45,19,0,26,164.16,8.67,3,0.0667,2,-182.41,0.7447,1004.79,0
PK010989,JazzCash,delivery_rider,0.3889,45,13,0,29,154.51,9.67,1,0.0222,1,795.81,4.2998,1315.67,0
PK010990,NayaPay,street_vendor,0.4111,42,12,0,22,168.6,7.33,2,0.0476,1,102.76,1.2433,870.3,0
PK010991,NayaPay,domestic_worker,0.3,33,13,2,24,174.37,8.0,3,0.0909,1,-419.4,0.2698,871.77,1
PK010992,Easypaisa,delivery_rider,0.3444,37,16,0,15,117.54,5.0,3,0.0811,1,252.76,1.3692,1500.27,0
PK010993,NayaPay,domestic_worker,0.2111,19,10,4,6,50.6,2.0,3,0.1579,1,-55.38,0.931,1647.51,0
PK010994,Easypaisa,delivery_rider,0.3667,42,14,0,25,150.31,8.33,3,0.0714,1,90.91,1.179,1033.46,0
PK010995,Easypaisa,domestic_worker,0.1333,12,5,6,3,73.84,1.0,3,0.25,1,-1046.14,0.0173,951.84,0
PK010996,JazzCash,delivery_rider,0.2778,31,10,4,24,142.96,8.0,2,0.0645,2,-403.83,0.428,1447.7,0
PK010997,SadaPay,daily_wage_laborer,0.4556,51,14,1,22,134.67,7.33,8,0.1569,3,74.2,1.1172,1128.61,0
PK010998,JazzCash,domestic_worker,0.2778,27,8,3,17,138.98,5.67,2,0.0741,2,60.64,1.1584,1150.58,0
PK010999,Easypaisa,small_shopkeeper,0.4889,50,20,2,27,163.64,9.0,4,0.08,2,692.23,2.527,1706.97,0
PK011000,JazzCash,rickshaw_driver,0.3444,44,13,2,34,174.76,11.33,1,0.0227,1,-356.59,0.4504,1001.41,1
PK011001,SadaPay,domestic_worker,0.1667,16,6,1,6,74.53,2.0,3,0.1875,1,-25.95,0.9644,1284.64,0
PK011002,JazzCash,rickshaw_driver,0.3778,42,16,1,24,154.77,8.0,5,0.119,2,253.19,1.5054,1154.58,0
PK011003,JazzCash,rickshaw_driver,0.3667,38,8,1,15,121.4,5.0,5,0.1316,2,-563.06,0.4649,1367.6,0
PK011004,SadaPay,rickshaw_driver,0.3556,34,8,1,18,128.09,6.0,4,0.1176,2,-451.69,0.3703,1073.86,1
PK011005,Easypaisa,daily_wage_laborer,0.3556,40,15,0,19,155.63,6.33,5,0.125,2,-283.49,0.6129,1103.24,1
PK011006,NayaPay,daily_wage_laborer,0.1667,16,4,3,11,84.41,3.67,1,0.0625,1,577.57,8.4629,940.84,1
PK011007,SadaPay,street_vendor,0.2444,27,4,1,19,144.42,6.33,3,0.1111,1,-622.65,0.2632,1546.93,0
PK011008,JazzCash,rickshaw_driver,0.2333,21,8,3,4,82.04,1.33,4,0.1905,2,78.04,1.1079,988.89,0
PK011009,SadaPay,rickshaw_driver,0.1667,16,5,10,7,72.4,2.33,2,0.125,1,-560.73,0.4553,1269.1,0
PK011010,Easypaisa,street_vendor,0.1667,16,3,10,4,56.2,1.33,4,0.25,2,-1118.08,0.1733,1403.76,0
PK011011,NayaPay,domestic_worker,0.1,10,2,15,2,70.97,0.67,4,0.4,2,-600.96,0.1986,508.83,1
PK011012,SadaPay,small_shopkeeper,0.2111,19,7,1,8,147.0,2.67,4,0.2105,2,867.15,2.7588,1901.38,0
PK011013,JazzCash,rickshaw_driver,0.2889,30,9,5,14,138.69,4.67,4,0.1333,2,-371.06,0.5788,1132.69,1
PK011014,JazzCash,small_shopkeeper,0.2444,24,6,4,11,78.34,3.67,3,0.125,1,-914.45,0.3623,1775.32,0
PK011015,JazzCash,rickshaw_driver,0.3667,39,12,3,15,117.66,5.0,5,0.1282,3,-139.45,0.855,1404.32,0
PK011016,NayaPay,rickshaw_driver,0.3444,39,12,0,25,164.03,8.33,2,0.0513,1,211.26,1.6029,958.59,0
PK011017,JazzCash,rickshaw_driver,0.3778,43,14,2,23,164.55,7.67,6,0.1395,2,76.47,1.143,1042.9,0
PK011018,NayaPay,small_shopkeeper,0.2444,25,9,0,7,106.58,2.33,7,0.28,3,-1326.18,0.2053,1481.27,0
